item_no,descr,item_vend_no,prc_1,lst_cost,categ_cod,subcat_cod,addl_descr_1,addl_descr_2,addl_descr_3,prof_alpha_1,prof_alpha_2,prof_alpha_3,nam,phone_1,ap_vend_no,vend_descr,vend_item_no,barcod,qty_on_hnd,lst_recv_dat,lst_sal_dat
23508,Beeswax Crayons,92054,13,6.5,KIDS MERCH,ART SUPPLY,,,,,,,INTERNATIONAL ARRIVALS,,,Beeswax Crayons,133-50,,4,2/4/15,6/25/15
23796,Frottage keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,Frottage keychain,FROTTAGE,,4,1/27/15,6/23/15
21799,Wood Sharp Pencil Asst Colors,272,11,5,HOME,DESKTOP,,,,,,,Sweet Bella,,,Wood Sharp Pencil Asst Colors,,,4,1/23/15,5/24/15
21963,Carrying case med yellow,272,44,22,ACCESSORY,BAGS,,,,,,,Sweet Bella,,,Carrying case med yellow,DLCA27YE,,4,1/23/15,5/31/15
23788,Clip sm blue,272,5,2.25,HOME,DESKTOP,,,,,,,Sweet Bella,,,Clip sm blue,LP07205BL,,4,1/23/15,4/17/15
23790,Clip lg yellow,272,6,3,HOME,DESKTOP,,,,,,,Sweet Bella,,,Clip lg yellow,LP07209GI,,4,1/23/15,6/14/15
14815,CIRCUS IN THE MIST,8886,32.95,19.2,BOOKS,CHILDREN,,,,"MUNARI,B",402,,Corraini Edizioni,,,CIRCUS IN THE MIST,9788886250399,,4,1/20/15,5/23/15
21429,Finnish Dart Set,255,60,33,HOME,DECOR,,Finnland,,,,,Kiosk,212.226.8601,,Finnish Dart Set,,,4,1/20/15,6/10/15
23555,Lily Van Der Stokker Friends,667,50,30,BOOKS,CONTEMP,,,,,,,IDEA BOOKS C/O GALGIANI,,,Lily Van Der Stokker Friends,9782840660835,,4,1/14/15,2/15/15
22953,Green Stapler,272,27,12,HOME,DESKTOP,,,,,,,Sweet Bella,,,Green Stapler,LP00097VE,,4,1/13/15,5/5/15
23468,The Thing Issue 24 No Age,309,85,42.5,HOME,MEDIA,,,,,,,Thing Quarterly,,,The Thing Issue 24 No Age,,,4,12/2/14,12/21/14
23634,The Ongoing Moment,394,16.95,9.153,BOOKS,EVENTS,,,,geoff dyer,,,"RANDOM HOUSE, INC.",800-726-0600,,The Ongoing Moment,9781400031689,,4,11/19/14,11/20/14
23543,Messy Monster,218,19.95,10.9725,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Messy Monster,9781849761055,,4,10/23/14,6/19/15
23479,New York Mid-Century,218,55,30.25,BOOKS,ART CRIT,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,New York Mid-Century,9780865653139,,4,10/16/14,
23497,World's Best Noses Ears and Ey,444,16.95,9.66,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,World's Best Noses Ears and Ey,9780823431618,,4,10/16/14,2/28/15
23403,Finnish Design,218,45,24.751,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Finnish Design,9781851778126,,4,10/10/14,
23404,Lucky,218,17.95,9.875,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Lucky,9781419708091,,4,10/10/14,3/8/15
22415,Charles Ray,1208,35,21,BOOKS,CONTEMP,,UCLA,,,,,DAP/Perseus,800-343-4499,,Charles Ray,9781880146682,,4,9/26/14,6/13/15
23301,Buggy Bug,218,6.95,3.8225,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Buggy Bug,9781419712005,,4,9/25/14,2/4/15
23374,Penguin and Pumpkin,444,14.99,8.54,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Penguin and Pumpkin,9780802737328,,4,9/25/14,
23188,A Cat Named Tim,193,19.95,11.172,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,A Cat Named Tim,9781927668108,,4,9/4/14,3/28/15
23240,The Great Day,218,16.99,9.175,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,The Great Day,9781452111254,,4,9/4/14,5/7/15
23155,pencil congrats notecard,360,5,2.35,STATIONERY,NOTECARD,,,,,,,Anemone Letterpress,6262009693,,pencil congrats notecard,1603,,4,8/19/14,6/19/15
23164,navy hope bracelet,361,15,7.5,JEWELRY,BRACELETS,,,,,,,"Arzu, Inc.",,,navy hope bracelet,,,4,8/19/14,
23165,orange hope bracelet,361,15,7.5,JEWELRY,BRACELETS,,,,,,,"Arzu, Inc.",,,orange hope bracelet,,,4,8/19/14,
23166,red hope bracelet,361,15,7.5,JEWELRY,BRACELETS,,,,,,,"Arzu, Inc.",,,red hope bracelet,,,4,8/19/14,
23167,pink hope bracelet,361,15,7.5,JEWELRY,BRACELETS,,,,,,,"Arzu, Inc.",,,pink hope bracelet,,,4,8/19/14,
21916,Egg Shape Bangle Bronze,279,66,40,JEWELRY,BRACELETS,,,,Sonia Boyajian,,,Sonia Boyajian Jewelry,,,Egg Bangle Necklace Bronze,,,4,8/15/14,5/21/15
21843,mailbox keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,mailbox keychain,,,4,8/6/14,4/25/15
22408,Tealight Holder Sm Dots,310,14,4.02,HOME,DECOR,,,,Klevering,,,& Klevering,,,Tealight Holder Sm Dots,1308-31,,4,7/31/14,6/12/15
21079,Notecard Farnswoth,243,5,2.5,STATIONERY,NOTECARD,,,,,,,Modern Optic,,,Notecard Farnswoth,713,,4,7/28/14,6/27/15
22262,Scarf Paradis Passion Yellow,297,204,77.88,ACCESSORY,SCARVES,,,,,,,Mapoesie,,,Scarf Paradis Passion Yellow,D-PARADIS/320,,4,7/25/14,
22303,Scarf Diademe Black,297,188,77.88,ACCESSORY,SCARVES,,,,,,,Mapoesie,,,Scarf Diadem Black,E-DIADME/99,,4,7/25/14,
23030,Tertium Quid,2525,75,41.25,BOOKS,PHOTO,,,,,,,RAM PUBLICATIONS USA,,,Tertium Quid,9780985995836,,4,7/25/14,
21476,Mike Kelley,37913,85,46.75,BOOKS,CONTEMP,,,,,,,PRESTEL,(888) 463-6110,,Mike Kelley,9783791352411,,4,7/22/14,11/29/14
22803,Louise Lawler Adjusted,37913,39.95,21.9725,BOOKS,CONTEMP,,,,,,,PRESTEL,(888) 463-6110,,Louise Lawler Adjusted,9783791353456,,4,7/22/14,
14685,GREEN CONJURER,8886,23,13.02,BOOKS,CHILDREN,,,,"MUNARI,B",400,,Corraini Edizioni,,,GREEN CONJURER,9788879423908,,4,6/18/14,9/25/14
22851,Workman Stencil,8886,27.5,16.8,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,Workman Stencil,B113,,4,6/18/14,12/28/14
22857,Dipinte Nell'ultima cena de Le,8886,22,13.44,BOOKS,DESIGN,,,,,,,Corraini Edizioni,,,Dipinte Nell'ultima cena de Le,D115,,4,6/18/14,
22863,My Aunt Had One,8886,14,8.4,BOOKS,CHILDREN,,,,,,,Corraini Edizioni,,,My Aunt Had One,B93INGL,,4,6/18/14,
22092,Mirror C'est Ahh,289,76,34.046,JEWELRY,,,,,Yaz Bukey,,,Yaz Bukey,,,Mirror C'est Ahh,YPF14-32,,4,6/5/14,5/21/15
21898,Dara Birnbaum,37913,60,33,BOOKS,CONTEMP,,,,,,,PRESTEL,(888) 463-6110,,Dara Birnbaum,9783191351247,,4,5/22/14,
22487,Tote Red Medium w/ handle,270,250,112.9375,ACCESSORY,BAGS,,,,,,,How To Live,,,Tote Red Medium w/ handle,,,4,5/6/14,4/5/15
21960,Colored Chalk Three Stars (6),272,14,6,HOME,DESKTOP,,,,,,,Sweet Bella,,,Colored Chalk Three Stars (6),,,4,4/29/14,6/28/15
22343,Puff,8886,24,13.3,BOOKS,CHILDREN,,,,William wondriska,,,Corraini Edizioni,,,Puff,9788875703905,,4,4/9/14,
22344,123 A Book to See,8886,22,11.64,BOOKS,CHILDREN,,,,William wondriska,,,Corraini Edizioni,,,123 A Book to See,9788875702939,,4,4/9/14,12/9/14
22580,En la Noche Oscura (spanish ed,8886,36,19.77,BOOKS,CHILDREN,,,,"MUNARI,B",400,,Corraini Edizioni,,,En la Noche Oscura (spanish ed,9788875703349,,4,4/9/14,1/14/15
20761,Richard Artschwager 2008,204,60,36,BOOKS,CONTEMP,,,,,,,Gagosian Gallery,,,Richard Artschwager 2008,,,4,3/7/14,6/21/13
22097,Bonnard Colour Library,218,11.95,6.3335,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Bonnard Colour Library,9780714830520,,4,2/13/14,3/30/14
20361,The Impressionist Line from De,300,45,24.3,BOOKS,IMPRESS,,,,Jay A. Clarke,,,YALE UNIVERSITY PRESS,800-405-1619,,The Impressionist Line from De,9780300191935,,4,1/29/14,3/19/14
21748,x - Delivery Tray,255,45,24.75,HOME,KITCHEN,,Greece,,,,,Kiosk,212.226.8601,,Delivery Tray,,,4,1/22/14,5/23/15
21744,Pretty Village: Friendship Boa,55709,9.95,4.78,BOOKS,CHILDREN,,,,,,,APPLEWOOD BOOKS,,,Pretty Village: Friendship Boa,9781429093385,,4,1/3/14,
24769,Thomas Schutte,226,35,21,BOOKS,CONTEMP,,,,,,,UNIV OF CHICAGO PRESS,,55050,Thomas Schutte,9783777423098,,3,6/30/15,
24332,Beginner Drum Set,403,60,30,KIDS MERCH,INSTRUMENT,,,,,,,Greentones & Hohner,1-800-349-9541,,Beginner Drum Set,3750,,3,6/24/15,5/14/15
24549,Bead Knot Bracelet,279,100,50,JEWELRY,BRACELETS,,"quartz, onyx, smokey quartz beads strung on silk cord",,,,,Sonia Boyajian Jewelry,,,Bead Knot Bracelet,,,3,6/24/15,
24570,Odd Bangle,279,60,30,JEWELRY,BRACELETS,,,,,,,Sonia Boyajian Jewelry,,,Odd Bangle,,,3,6/24/15,
24734,Barthes Reader,312,39,21.06,BOOKS,ART CRIT,,,,roland barthes,,,MPS,888-330-8477,136115,Barthes Reader,9780374521448,,3,6/23/15,
24488,Necklace Bali,450,50,24.5,JEWELRY,NECKLACES,,,,Fiona Higgins,,,Fiona Higgins,,,Necklace Bali,BALI,,3,6/18/15,
24722,No Problem Cologne/NY,1208,65,35.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,No Problem Cologne/NY,9781941701027,,3,6/18/15,
24729,Tradition and Transformation,503,19.95,10.9725,BOOKS,ART CRIT,,,,,,,HOPKINS FULFILLMENT SERVICE,,,Tradition and Transformation,9780895511553,,3,6/18/15,
21442,Metal Tape Dispenser,255,37,20.35,HOME,DESKTOP,,Italy,,,,,Kiosk,212.226.8601,,Metal Tape Dispensor,,,3,6/17/15,6/21/15
21750,Oinometra  Cup Large,255,23,12.65,HOME,KITCHEN,,Greece,,,,,Kiosk,212.226.8601,,Aluminum Cup,,,3,6/17/15,5/23/15
24720,ARTMargins Issue 4:2,2621,19,11.4,BOOKS,MAG,,,,,,,MIT PRESS JOURNALS,,,ARTMargins Issue 4:2,,,3,6/17/15,
12321,old daumier don't use,6187,59.95,0,BOOKS,PRINTS,,,,DAUMIER,106,,A. VAN GINNEKEN,,,DAUMIER 1808 TO 1879,9782711839339,,3,6/13/15,11/13/14
23381,Memorial A Version of Iliad,393,24.95,13.7255,BOOKS,EVENTS,,Homer,,Alice Oswald,,,W.W. NORTON & CO. INC.,(800) 233-4830,,Memorial A Version of Iliad,9780393088670,,3,6/13/15,6/26/15
13054,13 WOMEN ARTISTS CHILDREN SHOU,37913,14.95,8.22,BOOKS,CHILDREN,,,,NONE,400,,PRESTEL,(888) 463-6110,,13 WOMEN ARTISTS CHILDREN SHOU,9783791343334,,3,6/12/15,6/26/15
19062,Richard Diebenkorn Ocean Park,37913,65,35.75,BOOKS,CONTEMP,,core,,Bancroft,,,PRESTEL,(888) 463-6110,,Richard Diebenkorn Ocean Park,9783791351384,,3,6/12/15,9/6/14
20474,13 Art Techniques Children,37913,14.95,8.22,BOOKS,CHILDREN,,,,,,,PRESTEL,(888) 463-6110,,13 Art Techniques Children,9783791371368,,3,6/12/15,6/28/15
22795,Robert Mapplethorpe Polaroids,37913,39.95,21.9725,BOOKS,PHOTO,,perfect likeness,,,,,PRESTEL,(888) 463-6110,,Robert Mapplethorpe Polaroids,9783791348704,,3,6/12/15,6/21/15
24401,Louise Bourgeois,37913,65,35.75,BOOKS,CONTEMP,,,,,,,PRESTEL,(888) 463-6110,,Louise Bourgeois,9783791354071,,3,6/12/15,
24593,Book of Greek Myths,444,29.95,17.07,BOOKS,GENERAL,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Book of Greek Myths,9780385015837,,3,6/12/15,6/27/15
24595,Illuminations,444,16,9.12,BOOKS,GENERAL,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Illuminations,9780805202410,,3,6/12/15,6/28/15
24638,Harvest Earrings,332,210,105,JEWELRY,EARRINGS,,,,,,,Hannah Keefe,,,Harvest Earrings,HK702,,3,6/12/15,
20606,Kodachrome Luigi Ghirri,198,40,24,BOOKS,,,,,,,,Mack,,,Kodachrome Luigi Ghirri,9781907946240,,3,6/11/15,5/23/15
24252,The Best American Book,2525,20,11,BOOKS,GENERAL,,,,,,,RAM PUBLICATIONS USA,,,The Best American Book,9789491677267,,3,6/11/15,6/12/15
24387,"J. Dickinson, Under Press With",2525,45,24.75,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,"J. Dickinson, Under Press With",9781941753040,,3,6/11/15,
24490,Does Yellow Run Forever,198,50,30,BOOKS,PHOTO,,,,,,,Mack,,,Does Yellow Run Forever,9781910164068,,3,6/11/15,
24491,El Porque De Las Naranjas,198,50,30,BOOKS,PHOTO,,,,Ricardo Cases,,,Mack,,,El Porque De Las Naranjas,9781910164044,,3,6/11/15,
14573,JAMES WELLING GLASS HOUSE,1208,50,27.5,BOOKS,CONTEMP,,,,"WELLING,J",107,,DAP/Perseus,800-343-4499,,JAMES WELLING GLASS HOUSE,9788862081610,,3,6/10/15,12/21/13
21586,Talking Art Vol 1,2525,35,19.25,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,Talking Art Vol 1,9781905464562,,3,6/10/15,11/2/14
21813,Pearl Hooped Earrings White,274,164,78,JEWELRY,EARRINGS,,Rowena Sartin,,,,,IKO IKO,,,Pearl Hooped Earrings White,,,3,6/10/15,10/22/14
22647,Raymond Pettibo: To Wit,1208,45,24.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Raymond Pettibo: To Wit,9780989980844,,3,6/10/15,4/26/15
23842,Pearl Drop Earrings Black,274,186,88,JEWELRY,EARRINGS,,Rowena Sartin,,,,,IKO IKO,,,Pearl Drop Earrings Black,,,3,6/10/15,
23980,Marlene Dumas The Image as Bur,1208,45,24.75,BOOKS,CONTEMP,,core greg,,,,,DAP/Perseus,800-343-4499,,Marlene Dumas The Image as Bur,9781938922541,,3,6/10/15,6/14/15
24172,Willem De Kooning Restrospecti,1208,75,41.25,BOOKS,CONTEMP,,core greg HCC,,,,,DAP/Perseus,800-343-4499,,Willem De Kooning Restrospecti,9780870707971,,3,6/10/15,4/28/15
24480,Dave Muller I Like Your Music,1208,68,37.4,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Dave Muller I Like Your Music,9783905829860,,3,6/10/15,
24523,Hou Hsiao-hsien,231,32.5,19.5,BOOKS,FILM,,,,,,,COLUMBIA UNIVERSITY PRESS/Perseus,,,Hou Hsiao-hsien,9783901644580,,3,6/10/15,
24542,Esopus 22,1208,40,22,BOOKS,MAG,,,,,,,DAP/Perseus,800-343-4499,,Esopus 22,9780989911719,,3,6/10/15,
24610,Elements of Style,444,18,10.26,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Elements of Style,9780143112723,,3,6/9/15,6/24/15
24615,Photographer's Eye,444,24.95,14.22,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Photographer's Eye,9780870705274,,3,6/9/15,6/20/15
24624,Meg Cranston Hot Pants in a,357,50,40.36,BOOKS,CONTEMP,,HCC,,,,,Amazon,,,Meg Cfanston Hot Pants in a,,,3,6/9/15,
24634,Mark Ruwedel,1208,65,35.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Mark Ruwedel,9783869309286,,3,6/9/15,
8814,COME ALIVE Corita,1208,29.95,16.4725,BOOKS,CONTEMP,,,,"AULT,J",107,,DAP/Perseus,800-343-4499,,COME ALIVE,9780954502522,,3,6/9/15,6/27/15
20875,Modern Farmer Summer  2015,216,7.99,4,BOOKS,MAG,,,,,,,Modern Farmer,,,Modern Farmer Spring 2013,,,3,6/4/15,6/28/15
24494,Gasoline David Campany,198,35,21,BOOKS,PHOTO,,,,,,,Mack,,,Gasoline David Campany,9781907946448,,3,6/4/15,
24607,O32C Summer 2015,90301,19.9,13.93,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,O32C,,,3,6/4/15,6/12/15
24623,The Last Cosmology,198,75,45,BOOKS,PHOTO,,kikuji kawada,,,,,Mack,,,The Last Cosmology,9781910164235,,3,6/4/15,6/28/15
18607,Live Forever ELizabeth Peyton,218,39.95,21.175,BOOKS,CONTEMP,,,,"Hoptman, Laura",,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Live Forever ELizabeth Peyton,9780714861203,,3,6/3/15,4/26/15
18755,Raymond Pettibon,218,45,23.85,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Raymond Pettibon,9780714839196,,3,6/3/15,11/21/13
20871,Chris Johanson,218,59.95,31.773,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Chris Johanson,9780714856940,,3,6/3/15,6/14/14
22271,Yum Yum!,1891,9.95,4.995,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,Yum Yum!,9789888240568,,3,6/3/15,6/27/15
24606,Color Library Toulouse-Lautrec,218,11.95,6.3335,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Color Library Toulouse-Lautrec,9780714827612,,3,6/3/15,
22488,thanks  keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,thanks  keychain,,,3,6/2/15,6/10/15
22973,no boyfriend no prob keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,no boyfriend no prob keychain,,,3,6/2/15,6/9/15
23488,Cube Bracelet Turquoise,391,78,34,JEWELRY,BRACELETS,,,,,,,Cursive Design,,,Cube Bracelet Turquoise,SS12-003 TURQUOISE 7,,3,6/2/15,1/16/15
23718,Mobile Necklace 3,391,88,39,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Mobile Necklace 3,SS15-008-,,3,6/2/15,4/3/15
21044,Printmaking in Paris,300,45,24.3,BOOKS,IMPRESS,,,,,,,YALE UNIVERSITY PRESS,800-405-1619,,Printmaking in Paris,9780300197303,,3,5/28/15,5/18/14
21890,Museum Highlights A Fraser,262,21.95,11.934,BOOKS,ART CRIT,,core HCC,,Andrea Fraser,,,"MIT PRESS, ORDER DEPT.",,,Museum Highlights A Fraser,9780262562300,,3,5/28/15,3/5/14
22118,Radical Prototypes Allan Kapro,262,17.95,9.334,BOOKS,,,,,,,,"MIT PRESS, ORDER DEPT.",,,Radical Prototypes Allan Kapro,9780262526128,,3,5/28/15,
21503,Chris Burden Extreme Measures,394,75,40.5,BOOKS,CONTEMP,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Chris Burden Extreme Measures,9780847841790,,3,5/27/15,1/15/15
21643,Moomin Book One,312,19.95,10.774,BOOKS,CHILDREN,,,,,,,MPS,888-330-8477,136115,Moomin Book One,9781894937801,,3,5/27/15,6/23/15
23375,Viva Frida,312,17.99,9.7146,BOOKS,CHILDREN,,,,,,,MPS,888-330-8477,136115,Viva Frida,9781596436039,,3,5/27/15,5/28/15
24355,Candle Sea Salt Melon,441,32,16,HOME,DECOR,,,,,,,Wary Meyers,,,Candle Sea Salt Melon,05C,,3,5/27/15,6/13/15
24500,Moone Boy,312,17.99,8.0946,BOOKS,CHILDREN,,,,Chris O'Dowd,,,MPS,888-330-8477,136115,Moone Boy,9781250057075,,3,5/27/15,
24507,Kern,1481,17,10.2,BOOKS,ART CRIT,les figues press,aram,,derek beaulieu,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,Kern,9781934254554,,3,5/27/15,
24510,Chop Shop,1481,18,10.8,BOOKS,ART CRIT,les figues press,aram,,Steohanie Taylor,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,Chop Shop,9781934254011,,3,5/27/15,
24511,Preparing a Home for Veterans,1481,15,9,BOOKS,ART CRIT,les figues press,aram,,Lauren Bon,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,Preparing a Home for Veterans,9781934254301,,3,5/27/15,
24512,Memoirs of Jonbenet by Acker,1481,17,9,BOOKS,ART CRIT,les figues press,aram,,Michael du Pless,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,Memoirs of Jonbenet by Acker,9781934254363,,3,5/27/15,
24513,Femainassance,1481,20,12,BOOKS,ART CRIT,les figues press,aram,,,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,Femainassance,9781934254172,,3,5/27/15,
22426,Tiny King,394,14.99,7.495,BOOKS,CHILDREN,,,,miura,,,"RANDOM HOUSE, INC.",800-726-0600,,Tiny King,9780763666873,,3,5/22/15,6/23/15
24537,Chris Ofili,444,75,42.75,BOOKS,CONTEMP,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Chris Ofili,9780847844562,,3,5/22/15,
21245,Damage Control,37913,60,33,BOOKS,,,,,,,,PRESTEL,(888) 463-6110,,Damage Control,,,3,5/20/15,5/20/15
24385,Matthew Barney River of Fundam,444,95,51.3,BOOKS,CONTEMP,,core hcc,,,,,BAKER & TAYLOR CO.,800-775-1700,,Matthew Barney River of Fundam,9780847842582,,3,5/20/15,4/28/15
20995,A Day at the Museum,1891,16.95,9.66,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,A Day at the Museum,9781605371429,,3,5/15/15,5/17/15
23300,Little Pear Tree,394,14.99,8.54,BOOKS,CHILDREN,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Little Pear Tree,9780763671266,,3,5/15/15,6/26/15
24467,Richard Diebenkorn,218,60,29.4,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Richard Diebenkorn,9781619716201,,3,5/14/15,6/27/15
24459,Let them Eat Cake,218,35,19.25,BOOKS,FOOD,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Let them Eat Cake,9781617690808,,3,5/7/15,
24402,100 Great Childrens Picture Bo,218,40,21.6,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,100 Great Childrens Picture Bo,9781780674087,,3,5/6/15,
24403,Pool,218,16.99,8.6649,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Pool,9781452142944,,3,5/6/15,6/6/15
24446,Black Cat Book,226,12,6.48,BOOKS,CHILDREN,,,,,,,UNIV OF CHICAGO PRESS,,55050,Black Cat Book,9780712357371,,3,5/6/15,
24451,Light Paper Process,226,49.95,27.4725,BOOKS,PHOTO,,,,,,,UNIV OF CHICAGO PRESS,,55050,Light Paper Process,9781606064375,,3,5/6/15,5/20/15
23578,Baby Bear shaker,403,15,6,KIDS MERCH,,,,,,,,Greentones & Hohner,1-800-349-9541,,Baby Bear shaker,3716,,3,4/30/15,5/24/15
24228,Vaudeville Rose English,2525,65,35.75,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Vaudeville Rose English,9781905464821,,3,4/30/15,
24229,Stories Myths Ironies,2525,59,32.45,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Stories Myths Ironies,9783956790232,,3,4/30/15,
24232,Aftershow Boundry Lorenz,2525,34,18.7,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Aftershow Boundry Lorenz,9783956790690,,3,4/30/15,
24239,Poetry of the Metropolis,2525,72,39.6,BOOKS,MODERN,,,,,,,RAM PUBLICATIONS USA,,,Poetry of the Metropolis,9783956790720,,3,4/30/15,
24256,Liz Magic Lazer,2525,27,14.85,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Liz Magic Lazer,9783956790690,,3,4/30/15,
24293,Shannon Ebner Strike,1208,50,27.5,BOOKS,CONTEMP,,core HCC,,,,,DAP/Perseus,800-343-4499,,Shannon Ebner Strike,9788867491292,,3,4/30/15,
24337,Malevich,218,49.95,27.4725,BOOKS,AHM COLL,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Malevich,9781849761468,,3,4/30/15,
24351,Thomas Ruff,444,75,42.75,BOOKS,PHOTO,,perfect likeness,,,,,BAKER & TAYLOR CO.,800-775-1700,,Thomas Ruff,9783775738590,,3,4/30/15,6/5/15
24372,Documents of Utopia,1208,26,15.6,BOOKS,FILM,,,,,,,DAP/Perseus,800-343-4499,,Documents of Utopia,9780231172714,,3,4/30/15,
24373,"Ink or ""V is for Vermillion as",1208,30,16.5,BOOKS,ARCH,,,,,,,DAP/Perseus,800-343-4499,,"Ink or ""V is for Vermillion as",9781883584900,,3,4/30/15,6/23/15
24374,Expendable Reader,1208,19.95,10.9725,BOOKS,ART CRIT,,,,,,,DAP/Perseus,800-343-4499,,Expendable Reader,9781883584702,,3,4/30/15,
24377,Kitching's A-Z Typography,218,24.95,13.473,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Kitching's A-Z Typography,9781780674810,,3,4/30/15,
24382,Mondrian,218,40,22,BOOKS,MODERN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Mondrian,9781849762656,,3,4/30/15,
24389,Good Gardener,555,39.95,20.77,BOOKS,GENERAL,,,,,,,INGRAM BOOK DISTRIBUTORS,800-937-8200,,Good Gardener,9781908967459,,3,4/30/15,
24345,Sun Print Kit LG 8 x 12,439,16,8,KIDS MERCH,ART SUPPLY,,,,,,,Copernicus,,,Sun Print Kit LG 8 x 12,SUNLG,,3,4/29/15,6/20/15
23913,Aldo Van Eyck,166,65,35.1,BOOKS,ARCH,,,,,,,TriLiteral,8004051619,580623,Aldo Van Eyck,9780300153965,,3,4/24/15,
22374,Luke Stephenson: Show Birds,1208,35,19.25,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Luke Stephenson: Show Birds,9780957434103,,3,4/23/15,6/14/15
22901,Hammer Hat Black,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Black,GWT 111 THREAD 1767,,3,4/23/15,6/24/15
22905,Hammer Hat Gold,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Gold,GWT 111 THREAD 1866,,3,4/23/15,6/28/15
23267,Boudewijn Towel,371,178,92.56,HOME,DECOR,,,,,,,Deck Towels,,,Boudewijn Towel,BOUDEWIJN,,3,4/23/15,3/11/15
23729,Noisy Paint Box Kandinsky,394,17.99,10.25,BOOKS,CHILDREN,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Noisy Paint Box Kandinsky,9780307978486,,3,4/23/15,5/13/15
